gun,value,durum
2021-03-12,6782.0,Orta Aktivite
2021-03-13,9367.0,Yüksek Aktivite
2021-03-14,3765.0,Düşük Aktivite
2021-03-15,6290.0,Orta Aktivite
2021-03-16,3245.0,Düşük Aktivite
2021-03-17,5281.0,Orta Aktivite
2021-03-18,4197.0,Orta Aktivite
2021-03-19,8187.0,Orta Aktivite
2021-03-20,6405.0,Orta Aktivite
2021-03-21,2078.0,Düşük Aktivite
2021-03-22,3920.0,Düşük Aktivite
2021-03-23,5581.0,Orta Aktivite
2021-03-24,10398.0,Yüksek Aktivite
2021-03-25,4425.0,Orta Aktivite
2021-03-26,7689.0,Orta Aktivite
2021-03-27,12233.0,Yüksek Aktivite
2021-03-28,4832.0,Orta Aktivite
2021-03-29,4058.0,Orta Aktivite
2021-03-30,1887.0,Düşük Aktivite
2021-03-31,5284.0,Orta Aktivite
2021-04-01,1787.0,Düşük Aktivite
2021-04-02,7092.0,Orta Aktivite
2021-04-03,9265.0,Yüksek Aktivite
2021-04-04,6534.0,Orta Aktivite
2021-04-05,4654.0,Orta Aktivite
2021-04-06,3758.0,Düşük Aktivite
2021-04-07,7722.0,Orta Aktivite
2021-04-08,5201.0,Orta Aktivite
2021-04-09,9993.0,Yüksek Aktivite
2021-04-10,10804.0,Yüksek Aktivite
2021-04-11,4275.0,Orta Aktivite
2021-04-12,9186.0,Yüksek Aktivite
2021-04-13,6172.0,Orta Aktivite
2021-04-14,2087.0,Düşük Aktivite
2021-04-15,5647.0,Orta Aktivite
2021-04-16,13454.0,Yüksek Aktivite
2021-04-17,5063.0,Orta Aktivite
2021-04-18,8194.0,Orta Aktivite
2021-04-19,8247.0,Orta Aktivite
2021-04-20,5587.0,Orta Aktivite
2021-04-21,11154.0,Yüksek Aktivite
2021-04-22,10354.0,Yüksek Aktivite
2021-04-23,9028.0,Yüksek Aktivite
2021-04-24,8821.0,Orta Aktivite
2021-04-25,2805.0,Düşük Aktivite
2021-04-26,5581.0,Orta Aktivite
2021-04-27,4819.0,Orta Aktivite
2021-04-28,9007.0,Yüksek Aktivite
2021-04-29,8133.0,Orta Aktivite
2021-04-30,13551.0,Yüksek Aktivite
2021-05-01,7554.0,Orta Aktivite
2021-05-02,6313.0,Orta Aktivite
2021-05-03,2220.0,Düşük Aktivite
2021-05-04,5270.0,Orta Aktivite
2021-05-05,7056.0,Orta Aktivite
2021-05-06,5017.0,Orta Aktivite
2021-05-07,9686.0,Yüksek Aktivite
2021-05-08,6099.0,Orta Aktivite
2021-05-09,8097.0,Orta Aktivite
2021-05-10,12578.0,Yüksek Aktivite
2021-05-11,6126.0,Orta Aktivite
2021-05-12,5264.0,Orta Aktivite
2021-05-13,3772.0,Düşük Aktivite
2021-05-14,9634.0,Yüksek Aktivite
2021-05-15,3588.0,Düşük Aktivite
2021-05-16,11485.0,Yüksek Aktivite
2021-05-17,4996.0,Orta Aktivite
2021-05-18,8621.0,Orta Aktivite
2021-05-19,5260.0,Orta Aktivite
2021-05-20,2313.0,Düşük Aktivite
2021-05-21,9148.0,Yüksek Aktivite
2021-05-22,4679.0,Orta Aktivite
2021-05-23,14262.0,Yüksek Aktivite
2021-05-24,6254.0,Orta Aktivite
2021-05-25,7930.0,Orta Aktivite
2021-05-26,10981.0,Yüksek Aktivite
2021-05-27,10258.0,Yüksek Aktivite
2021-05-28,15354.0,Yüksek Aktivite
2021-05-29,10637.0,Yüksek Aktivite
2021-05-30,11535.0,Yüksek Aktivite
2021-05-31,9298.0,Yüksek Aktivite
2021-06-01,11437.0,Yüksek Aktivite
2021-06-02,10944.0,Yüksek Aktivite
2021-06-03,11200.0,Yüksek Aktivite
2021-06-04,13242.0,Yüksek Aktivite
2021-06-05,10244.0,Yüksek Aktivite
2021-06-06,10475.0,Yüksek Aktivite
2021-06-07,11093.0,Yüksek Aktivite
2021-06-08,7449.0,Orta Aktivite
2021-06-09,8538.0,Orta Aktivite
2021-06-10,16653.0,Yüksek Aktivite
2021-06-11,17239.0,Yüksek Aktivite
2021-06-12,14703.0,Yüksek Aktivite
2021-06-13,3878.0,Düşük Aktivite
2021-06-14,13978.0,Yüksek Aktivite
2021-06-15,8450.0,Orta Aktivite
2021-06-16,10569.0,Yüksek Aktivite
2021-06-17,13323.0,Yüksek Aktivite
2021-06-18,12808.0,Yüksek Aktivite
2021-06-19,10607.0,Yüksek Aktivite
2021-06-20,12282.0,Yüksek Aktivite
2021-06-21,11564.0,Yüksek Aktivite
2021-06-22,17278.0,Yüksek Aktivite
2021-06-23,5119.0,Orta Aktivite
2021-06-24,11830.0,Yüksek Aktivite
2021-06-25,14005.0,Yüksek Aktivite
2021-06-26,3965.0,Düşük Aktivite
2021-06-27,1886.0,Düşük Aktivite
2021-06-28,8038.0,Orta Aktivite
2021-06-29,9545.0,Yüksek Aktivite
2021-06-30,9445.0,Yüksek Aktivite
2021-07-01,8251.0,Orta Aktivite
2021-07-02,8249.0,Orta Aktivite
2021-07-03,4358.0,Orta Aktivite
2021-07-04,7497.0,Orta Aktivite
2021-07-05,14839.0,Yüksek Aktivite
2021-07-06,8319.0,Orta Aktivite
2021-07-07,17174.0,Yüksek Aktivite
2021-07-08,12485.0,Yüksek Aktivite
2021-07-09,14661.0,Yüksek Aktivite
2021-07-10,17462.0,Yüksek Aktivite
2021-07-11,18160.0,Yüksek Aktivite
2021-07-12,13918.0,Yüksek Aktivite
2021-07-13,12898.0,Yüksek Aktivite
2021-07-14,5214.0,Orta Aktivite
2021-07-15,13369.0,Yüksek Aktivite
2021-07-16,12773.0,Yüksek Aktivite
2021-07-17,6428.0,Orta Aktivite
2021-07-18,8890.0,Orta Aktivite
2021-07-19,9158.0,Yüksek Aktivite
2021-07-20,12783.0,Yüksek Aktivite
2021-07-21,12316.0,Yüksek Aktivite
2021-07-22,10842.0,Yüksek Aktivite
2021-07-23,4842.0,Orta Aktivite
2021-07-24,6567.0,Orta Aktivite
2021-07-25,11675.0,Yüksek Aktivite
2021-07-26,11709.0,Yüksek Aktivite
2021-07-27,6483.0,Orta Aktivite
2021-07-28,17193.0,Yüksek Aktivite
2021-07-29,9261.0,Yüksek Aktivite
2021-07-30,9810.0,Yüksek Aktivite
2021-07-31,10211.0,Yüksek Aktivite
2021-08-01,7241.0,Orta Aktivite
2021-08-02,11077.0,Yüksek Aktivite
2021-08-03,9097.0,Yüksek Aktivite
2021-08-04,10537.0,Yüksek Aktivite
2021-08-05,9827.0,Yüksek Aktivite
2021-08-06,7860.0,Orta Aktivite
2021-08-07,5474.0,Orta Aktivite
2021-08-08,12873.0,Yüksek Aktivite
2021-08-09,4608.0,Orta Aktivite
2021-08-10,3637.0,Düşük Aktivite
2021-08-11,10138.0,Yüksek Aktivite
2021-08-12,10695.0,Yüksek Aktivite
2021-08-13,7203.0,Orta Aktivite
2021-08-14,6763.0,Orta Aktivite
2021-08-15,11482.0,Yüksek Aktivite
2021-08-16,16169.0,Yüksek Aktivite
2021-08-17,6511.0,Orta Aktivite
2021-08-18,11484.0,Yüksek Aktivite
2021-08-19,13592.0,Yüksek Aktivite
2021-08-20,11317.0,Yüksek Aktivite
2021-08-21,10369.0,Yüksek Aktivite
2021-08-22,4425.0,Orta Aktivite
2021-08-23,7785.0,Orta Aktivite
2021-08-24,15278.0,Yüksek Aktivite
2021-08-25,5886.0,Orta Aktivite
2021-08-26,11469.0,Yüksek Aktivite
2021-08-27,11686.0,Yüksek Aktivite
2021-08-28,15048.0,Yüksek Aktivite
2021-08-29,6805.0,Orta Aktivite
2021-08-30,12500.0,Yüksek Aktivite
2021-08-31,14243.0,Yüksek Aktivite
2021-09-01,9662.0,Yüksek Aktivite
2021-09-02,4521.0,Orta Aktivite
2021-09-03,12843.0,Yüksek Aktivite
2021-09-04,10347.0,Yüksek Aktivite
2021-09-05,9759.0,Yüksek Aktivite
2021-09-06,3828.0,Düşük Aktivite
2021-09-07,5197.0,Orta Aktivite
2021-09-08,6580.0,Orta Aktivite
2021-09-09,4171.0,Orta Aktivite
2021-09-10,11907.0,Yüksek Aktivite
2021-09-11,15317.0,Yüksek Aktivite
2021-09-12,4752.0,Orta Aktivite
2021-09-13,4240.0,Orta Aktivite
2021-09-14,6082.0,Orta Aktivite
2021-09-15,9716.0,Yüksek Aktivite
2021-09-16,8267.0,Orta Aktivite
2021-09-17,10863.0,Yüksek Aktivite
2021-09-18,3400.0,Düşük Aktivite
2021-09-19,4240.0,Orta Aktivite
2021-09-20,6483.0,Orta Aktivite
2021-09-21,8032.0,Orta Aktivite
2021-09-22,4089.0,Orta Aktivite
2021-09-23,7970.0,Orta Aktivite
2021-09-24,8605.0,Orta Aktivite
2021-09-25,7097.0,Orta Aktivite
2021-09-26,7347.0,Orta Aktivite
2021-09-27,14128.0,Yüksek Aktivite
2021-09-28,14025.0,Yüksek Aktivite
2021-09-29,1361.0,Düşük Aktivite
2021-09-30,2094.0,Düşük Aktivite
2021-10-01,4175.0,Orta Aktivite
2021-10-02,5863.0,Orta Aktivite
2021-10-03,2761.0,Düşük Aktivite
2021-10-04,4349.0,Orta Aktivite
2021-10-05,4526.0,Orta Aktivite
2021-10-06,5773.0,Orta Aktivite
2021-10-07,1273.0,Düşük Aktivite
2021-10-08,3937.0,Düşük Aktivite
2021-10-09,7377.0,Orta Aktivite
2021-10-10,3070.0,Düşük Aktivite
2021-10-11,7123.0,Orta Aktivite
2021-10-12,2661.0,Düşük Aktivite
2021-10-13,7474.0,Orta Aktivite
2021-10-14,5671.0,Orta Aktivite
2021-10-15,5243.0,Orta Aktivite
2021-10-16,1872.0,Düşük Aktivite
2021-10-17,2632.0,Düşük Aktivite
2021-10-18,9391.0,Yüksek Aktivite
2021-10-19,6286.0,Orta Aktivite
2021-10-20,4709.0,Orta Aktivite
2021-10-21,4834.0,Orta Aktivite
2021-10-22,7133.0,Orta Aktivite
2021-10-23,8677.0,Orta Aktivite
2021-10-24,4614.0,Orta Aktivite
2021-10-25,4019.0,Orta Aktivite
2021-10-26,3480.0,Düşük Aktivite
2021-10-27,8961.0,Orta Aktivite
2021-10-28,12618.0,Yüksek Aktivite
2021-10-29,9900.0,Yüksek Aktivite
2021-10-30,3379.0,Düşük Aktivite
2021-10-31,2264.0,Düşük Aktivite
2021-11-01,10505.0,Yüksek Aktivite
2021-11-02,10058.0,Yüksek Aktivite
2021-11-03,9788.0,Yüksek Aktivite
2021-11-04,4475.0,Orta Aktivite
2021-11-05,13098.0,Yüksek Aktivite
2021-11-06,8007.0,Orta Aktivite
2021-11-07,8199.0,Orta Aktivite
2021-11-08,6753.0,Orta Aktivite
2021-11-09,5945.0,Orta Aktivite
2021-11-10,6161.0,Orta Aktivite
2021-11-11,6100.0,Orta Aktivite
2021-11-12,10090.0,Yüksek Aktivite
2021-11-13,9697.0,Yüksek Aktivite
2021-11-14,4521.0,Orta Aktivite
2021-11-15,5282.0,Orta Aktivite
2021-11-16,7327.0,Orta Aktivite
2021-11-17,7302.0,Orta Aktivite
2021-11-18,10221.0,Yüksek Aktivite
2021-11-19,8482.0,Orta Aktivite
2021-11-20,11049.0,Yüksek Aktivite
2021-11-21,1181.0,Düşük Aktivite
2021-11-22,6175.0,Orta Aktivite
2021-11-23,3483.0,Düşük Aktivite
2021-11-24,7090.0,Orta Aktivite
2021-11-25,13331.0,Yüksek Aktivite
2021-11-26,11506.0,Yüksek Aktivite
2021-11-27,5201.0,Orta Aktivite
2021-11-28,5417.0,Orta Aktivite
2021-11-29,7289.0,Orta Aktivite
2021-11-30,7566.0,Orta Aktivite
2021-12-01,10434.0,Yüksek Aktivite
2021-12-02,11141.0,Yüksek Aktivite
2021-12-03,7599.0,Orta Aktivite
2021-12-04,8071.0,Orta Aktivite
2021-12-05,6476.0,Orta Aktivite
2021-12-06,5595.0,Orta Aktivite
2021-12-07,8811.0,Orta Aktivite
2021-12-08,4910.0,Orta Aktivite
2021-12-09,9706.0,Yüksek Aktivite
2021-12-10,6243.0,Orta Aktivite
2021-12-11,7059.0,Orta Aktivite
2021-12-12,12799.0,Yüksek Aktivite
2021-12-13,9685.0,Yüksek Aktivite
2021-12-14,8027.0,Orta Aktivite
2021-12-15,6024.0,Orta Aktivite
2021-12-16,11090.0,Yüksek Aktivite
2021-12-17,9777.0,Yüksek Aktivite
2021-12-18,8136.0,Orta Aktivite
2021-12-19,2759.0,Düşük Aktivite
2021-12-20,6965.0,Orta Aktivite
2021-12-21,10712.0,Yüksek Aktivite
2021-12-22,6787.0,Orta Aktivite
2021-12-23,9936.0,Yüksek Aktivite
2021-12-24,7487.0,Orta Aktivite
2021-12-25,16432.0,Yüksek Aktivite
2021-12-26,6817.0,Orta Aktivite
2021-12-27,5136.0,Orta Aktivite
2021-12-28,7827.0,Orta Aktivite
2021-12-29,4715.0,Orta Aktivite
2021-12-30,8771.0,Orta Aktivite
2021-12-31,6184.0,Orta Aktivite
2022-01-01,8263.0,Orta Aktivite
2022-01-02,8149.0,Orta Aktivite
2022-01-03,7084.0,Orta Aktivite
2022-01-04,3867.0,Düşük Aktivite
2022-01-05,11186.0,Yüksek Aktivite
2022-01-06,8878.0,Orta Aktivite
2022-01-07,17530.0,Yüksek Aktivite
2022-01-08,10120.0,Yüksek Aktivite
2022-01-09,2169.0,Düşük Aktivite
2022-01-10,6288.0,Orta Aktivite
2022-01-11,9665.0,Yüksek Aktivite
2022-01-12,6429.0,Orta Aktivite
2022-01-13,4809.0,Orta Aktivite
2022-01-14,17705.0,Yüksek Aktivite
2022-01-15,10205.0,Yüksek Aktivite
2022-01-16,3710.0,Düşük Aktivite
2022-01-17,6890.0,Orta Aktivite
2022-01-18,11442.0,Yüksek Aktivite
2022-01-19,9645.0,Yüksek Aktivite
2022-01-20,9961.0,Yüksek Aktivite
2022-01-21,9687.0,Yüksek Aktivite
2022-01-22,10959.0,Yüksek Aktivite
2022-01-23,3170.0,Düşük Aktivite
2022-01-24,5822.0,Orta Aktivite
2022-01-25,6365.0,Orta Aktivite
2022-01-26,8785.0,Orta Aktivite
2022-01-27,7913.0,Orta Aktivite
2022-01-28,13431.0,Yüksek Aktivite
2022-01-29,5150.0,Orta Aktivite
2022-01-30,3111.0,Düşük Aktivite
2022-01-31,4770.0,Orta Aktivite
2022-02-01,8016.0,Orta Aktivite
2022-02-02,6701.0,Orta Aktivite
2022-02-03,10700.0,Yüksek Aktivite
2022-02-04,8765.0,Orta Aktivite
2022-02-05,5546.0,Orta Aktivite
2022-02-06,5785.0,Orta Aktivite
2022-02-07,7766.0,Orta Aktivite
2022-02-08,9530.0,Yüksek Aktivite
2022-02-09,6516.0,Orta Aktivite
2022-02-10,2175.0,Düşük Aktivite
2022-02-11,5302.0,Orta Aktivite
2022-02-12,8766.0,Orta Aktivite
2022-02-13,6797.0,Orta Aktivite
2022-02-14,6031.0,Orta Aktivite
2022-02-15,10714.0,Yüksek Aktivite
2022-02-16,8479.0,Orta Aktivite
2022-02-17,9849.0,Yüksek Aktivite
2022-02-18,13378.0,Yüksek Aktivite
2022-02-19,9569.0,Yüksek Aktivite
2022-02-20,3527.0,Düşük Aktivite
2022-02-21,7578.0,Orta Aktivite
2022-02-22,12977.0,Yüksek Aktivite
2022-02-23,4824.0,Orta Aktivite
2022-02-24,6723.0,Orta Aktivite
2022-02-25,10613.0,Yüksek Aktivite
2022-02-26,9234.0,Yüksek Aktivite
2022-02-27,4885.0,Orta Aktivite
2022-02-28,7066.0,Orta Aktivite
2022-03-01,8619.0,Orta Aktivite
2022-03-02,7664.0,Orta Aktivite
2022-03-03,7537.0,Orta Aktivite
2022-03-04,10259.0,Yüksek Aktivite
2022-03-05,5967.0,Orta Aktivite
2022-03-06,15514.0,Yüksek Aktivite
2022-03-07,9422.0,Yüksek Aktivite
2022-03-08,2824.0,Düşük Aktivite
2022-03-09,9657.0,Yüksek Aktivite
2022-03-10,8290.0,Orta Aktivite
2022-03-11,7150.0,Orta Aktivite
2022-03-12,14096.0,Yüksek Aktivite
2022-03-13,8201.0,Orta Aktivite
2022-03-14,5088.0,Orta Aktivite
